"country","sftgcode","iso3code","year","start","ongoing","ageln","postcw","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","reg.amr","wdi.popsizeln","wdi.tradeln","xxxcimrln","polcat1","polcat2","polcat3","polcat7","pitfcat1","pitfcat2","pitfcat3","pitfcat4","pitfcat5","pitfcat6","durableln","autocracy","efcat1","efcat2","efcat3","efcat9","ever","ongoing.1","cou.tries5d","regacln","civconln","io.iccpr1","mix.gdppcgrowsr","dispota4ln","elceliti","elcelethc","elceleth1","elceleth2","sftpuhvl2.10ln","coup.p","cwar.p","pitf.p","threat.p","harff.p","rf.p","mean.p","date"
"Sierra Leone","SIE","SLE",2014,0,0,3.98898404656427,1,1,0,0,0,0,0,15.6037182270113,4.24731426546567,1.28276223821063,0,0,1,0,0,0,0,1,0,0,2.39789527279837,0,0,0,1,0,1,0,0,2.39789527279837,0,1,3.90177490530338,0,0,0,0,0,0,0.0297944103339403,0.0114137025556838,0.0511180087112564,0.00522566261927181,0.014692731308818,0.002,0.00730613130936327,2018-07-06
"Singapore","SIN","SGP",2014,0,0,3.91202300542815,1,0,1,0,0,0,0,15.4855542685082,5.93791813932836,-2.08179725820248,0,1,0,0,0,1,0,0,0,0,3.87120101090789,1,0,1,0,0,0,0,0,2.19722457733622,0,0,1.14846242463323,0,0,1,1,0,0,0.00306265979926378,0.00416163598057128,0.00718475952722115,0.000532534881461532,0.00129061502645699,0,0.00060771663597284,2018-07-06
"Slovakia","SLO","SVK",2014,0,0,3.09104245335832,1,0,0,1,0,0,0,15.5038090026547,5.16887828817602,-1.18918078763041,0,0,1,0,0,0,0,0,1,0,2.99573227355399,0,0,1,0,0,0,0,0,1.94591014905531,0,1,1.34164078649987,0,0,0,0,0,0,0.00471087217784161,0.00234656860433215,0.00370401090621889,0.000427012416715089,0.000725728303127441,0,0.000384246906614177,2018-07-06
"Slovenia","SLV","SVN",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,14.5373190507634,4.95242384858303,-1.64050373170559,0,0,1,0,0,0,0,0,1,0,3.09104245335832,0,1,0,0,0,0,0,0,1.94591014905531,0,1,-1.58113883008417,0,0,0,0,0,0,0.00371794684230656,0.00132347416785049,0.00261322675195774,0.000225530836977917,0.000669379944917178,0,0.000298303593965032,2018-07-06
"Solomon Islands","SOL","SLB",2014,0,0,3.61091791264422,1,0,1,0,0,0,0,13.2169423808735,4.23609827428116,-0.20854475174813,0,0,1,0,0,0,0,1,0,0,2.19722457733622,0,0,0,0,1,0,0,0,0,0,0,1.97484176581318,0,0,0,0,0,1.6094379124341,0.0210002779704145,0.000995221535636027,0.0299533429848091,0.000522295568178516,0.00483898799831571,0,0.00178709452216474,2018-07-06
"Somalia","SOM","SOM",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,16.1374211056022,3.86132220932247,1.5853380654085,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.693147180559945,1.79175946922805,1,-1.21822645031301,0,0,0,0,0,3.68887945411394,0.159881432547577,0.0279134226583575,0.0685480663299391,0.031334559152862,0.0146832472480342,0.085,0.0436726021336321,2018-07-06
"South Africa","SAF","ZAF",2014,0,0,4.65396035015752,1,1,0,0,0,0,0,17.7510412130186,4.08704213292732,0.697139201829483,0,0,1,0,0,0,0,1,0,0,2.94443897916644,0,0,0,1,0,1,0,0,1.79175946922805,0,1,1.59639099703056,0,0,1,1,0,0,0.0209521560165078,0.0134414893644267,0.0339705631416233,0.00482368889120415,0.024282707952877,0,0.00970213228136038,2018-07-06
"South Korea","ROK","KOR",2014,0,0,4.20469261939097,1,0,1,0,0,0,0,17.7276135601926,4.6997997410701,-1.65025990695436,0,0,1,0,0,0,0,1,0,0,3.2188758248682,0,1,0,0,0,1,0,0,2.19722457733622,0,1,1.42971973010042,0,0,0,0,0,0,0.00296233291585029,0.00407807098019836,0.00905632290673037,0.000512574096032243,0.0032655024248328,0,0.00125935884028835,2018-07-06
"South Sudan","SSD","SSD",2014,1,1,1.38629436111989,1,1,0,0,0,0,0,16.1985253914173,3.9834080879661,1.21794532068148,0,1,0,0,0,1,0,0,0,0,0.693147180559945,1,0,0,1,0,1,1,0,2.89037175789616,0.693147180559945,0,-6.89586747031976,0,0,1,1,0,0,0.104639213722328,0.0440714799687942,0.0525231390269774,0.0353792488241287,0.0352133402076664,0.298,0.122864196343932,2018-07-06
"Spain","SPN","ESP",2014,0,0,6.25958146406492,1,0,0,1,0,0,0,17.6488790467357,4.16763312032684,-1.84144415286076,0,0,1,0,0,0,0,0,1,0,3.55534806148941,0,0,1,0,0,0,0,0,1.94591014905531,0,1,-1.28119329378007,0,0,0,0,0,0,0.00281367136476959,0.00327439643026929,0.00223707109181078,0.000411322930116062,0.00106676076143151,0,0.000492694563849189,2018-07-06
"Sri Lanka","SRI","LKA",2014,0,0,3.76120011569356,1,0,0,0,0,1,0,16.8275098039821,4.08215706625459,-0.808227987776452,0,1,0,0,0,0,0,1,0,0,4.17438726989564,0,0,1,0,0,1,0,0,3.04452243772342,0,1,2.53178308089587,2.63905732961526,1,1,1,0,3.17805383034795,0.00497163165094194,0.0175636372558475,0.0217871424725212,0.00246989550034197,0.00880509342330757,0.016,0.00909166297454985,2018-07-06
"Sudan","SUD","SDN",2014,0,1,4.07753744390572,1,1,0,0,0,0,0,17.4316942845451,3.18133341817782,0.962365728739246,0,1,0,0,0,1,0,0,0,0,0.693147180559945,1,0,0,1,0,1,1,1,2.56494935746154,1.94591014905531,0,-3.17804971641411,2.76000994003292,1,1,1,0,3.52636052461616,0.211976695962617,0.0558822283441,0.0828656096685985,0.0653590568026943,0.0396213961907991,0.038,0.0476601509978311,2018-07-06
"Swaziland","SWA","SWZ",2014,0,0,3.85014760171006,1,1,0,0,0,0,0,14.0233252198771,4.95064067850316,1.03079519639607,1,0,0,0,1,0,0,0,0,0,3.68887945411394,1,1,0,0,0,0,0,0,1.79175946922805,0,0,-1.22474487139159,0,0,0,0,0,0,0.0290191767845555,0.0106262357077067,0.021158178545288,0.00483680975604495,0.00282593310695849,0.002,0.00322091428766781,2018-07-06
"Sweden","SWD","SWE",2014,0,0,6.19847871649231,1,0,0,1,0,0,0,16.0685499864704,4.51375846875579,-2.04839897086461,0,0,1,0,0,0,0,0,1,0,4.56434819146784,0,1,0,0,0,0,0,0,1.94591014905531,0,1,0.976649385646999,0,0,0,0,0,0,0.0017025674621697,0.00173519941840798,0.00190606448470679,0.000174401109094071,0.000742776702545044,0,0.000305725937213038,2018-07-06
"Switzerland","SWZ","CHE",2014,0,0,6.58479139238572,1,0,0,1,0,0,0,15.8945960362611,4.54502634047371,-1.70568971092218,0,0,1,0,0,0,0,0,1,0,5.10594547390058,0,0,1,0,0,0,0,0,1.94591014905531,0,0,1.02425263381394,2.99573227355399,0,0,0,0,0,0.00242761405048122,0.0019904257862254,0.00513872401552529,0.000244919400992068,0.00143088678796185,0,0.00055860206298464,2018-07-06
"Syria","SYR","SYR",2014,0,1,4.23410650459726,1,0,0,0,1,0,0,16.9245382126993,4.26383203966401,-0.340338524288351,1,0,0,0,1,0,0,0,0,0,3.91202300542815,1,0,1,0,0,1,1,0,2.63905732961526,1.79175946922805,0,1.78885438199976,0,1,1,0,1,2.19722457733622,0.00836101253341114,0.0193543308676666,0.0138944873534053,0.00371195742430885,0.00651662691065033,0.184,0.0647428614449864,2018-07-06
"Tajikistan","TAJ","TJK",2014,0,0,3.17805383034795,1,0,0,0,0,1,0,15.8960752187097,4.41507082629884,0.563440397355156,0,1,0,0,0,1,0,0,0,0,2.70805020110221,1,0,1,0,0,0,0,0,3.04452243772342,0,1,2.73861278752584,0,0,0,0,0,0,0.0199849747933129,0.0278902963028673,0.0361876686140564,0.0087145829820388,0.00601410109647852,0,0.00490956135950577,2018-07-06
"Tanzania","TAZ","TZA",2014,0,0,3.98898404656427,1,1,0,0,0,0,0,17.6821827249558,4.34222044401942,0.782880340385842,0,1,0,0,0,1,0,0,0,0,2.89037175789616,1,0,0,1,0,1,0,0,2.94443897916644,0,0,2.61891484766913,0,0,0,0,0,0,0.0286559092912324,0.053445886514077,0.0379673767056379,0.0188635678490296,0.0113213573036287,0.011,0.0137283083842194,2018-07-06
"Thailand","THI","THA",2014,0,0,6.49978704065585,1,0,1,0,0,0,0,18.0169890773668,5.00277536318006,-0.290037786301473,0,0,1,0,0,0,1,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,2.07944154167984,0.693147180559945,0,2.54761777783541,0,0,0,0,0,3.04452243772342,0.0195125629538872,0.00980666427096088,0.0655035221516569,0.003526556444674,0.00391884864125106,0.004,0.00381513502864169,2018-07-06
"Timor Leste","ETM","TLS",2014,0,0,2.56494935746154,1,0,1,0,0,0,0,14.0063234610187,4.86883576660351,0.667889702550638,0,0,1,0,0,0,1,0,0,0,2.39789527279837,0,0,0,0,1,0,0,0,0,0,0,0.769634863838812,0,0,0,0,0,0,0.0413251385939723,0.00211920843912242,0.139331678646017,0.00152272435617706,0.0107239371474976,0.001,0.00441555383455822,2018-07-06
"Togo","TOG","TGO",2014,0,0,4.00733318523247,1,1,0,0,0,0,0,15.709063388112,4.58077312874526,0.853062724012149,0,1,0,0,0,1,0,0,0,0,2.99573227355399,1,0,0,1,0,0,0,0,2.39789527279837,0,1,2.37121780818274,0,0,1,0,1,0,0.0268257843777696,0.0248656898486066,0.040968884130661,0.00949026343116842,0.0113340222511466,0.004,0.00827476189410501,2018-07-06
"Trinidad and Tobago","TRI","TTO",2014,0,0,3.97029191355212,1,0,0,0,0,0,1,14.1062671492356,5.01745064076899,0.229429634827166,0,0,1,0,0,0,0,0,1,0,3.93182563272433,0,0,0,1,0,0,0,0,1.6094379124341,0,1,1.23379419267944,0,0,1,1,0,0,0.012268704548736,0.00295637011062812,0.00507019358952184,0.000947135301985309,0.00197142062320088,0.001,0.0013061853083954,2018-07-06
"Tunisia","TUN","TUN",2014,0,0,4.07753744390572,1,0,0,0,1,0,0,16.1929711856034,4.66877375370763,0.161718609527166,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.63905732961526,0,1,1.89736659610103,0,0,0,0,0,0,0.0240945245517302,0.021653917194815,0.0481234444909844,0.00789494706380674,0.00602095971774014,0.027,0.013638635593849,2018-07-06
"Turkey","TUR","TUR",2014,0,0,4.52178857704904,1,0,0,1,0,0,0,18.1195368396045,4.06035687943235,0.0821761769777852,0,0,1,0,0,0,0,1,0,0,3.40119738166216,0,1,0,0,0,1,0,0,2.63905732961526,0.693147180559945,1,1.49638871397756,3.04452243772342,0,1,1,0,3.29583686600433,0.0107129605059543,0.015089131381495,0.0593538682944126,0.00350375996989417,0.023576969901987,0,0.00902690995729372,2018-07-06
"Turkmenistan","TKM","TKM",2014,0,0,3.17805383034795,1,0,0,0,0,1,0,15.4589500104084,4.76772507080398,0.654528638944985,1,0,0,0,1,0,0,0,0,0,3.09104245335832,1,0,1,0,0,0,0,0,3.04452243772342,0,1,3.33166624979152,2.07944154167984,0,0,0,0,0,0.0129117705596652,0.0208800588225731,0.0278721467624765,0.00519215851618271,0.00389626345913102,0,0.00302947399177124,2018-07-06
"Uganda","UGA","UGA",2014,0,1,3.97029191355212,1,1,0,0,0,0,0,17.4085908627478,4.06273119313834,1.10517891643096,0,1,0,0,0,1,0,0,0,0,2.07944154167984,1,0,0,1,0,1,1,0,2.94443897916644,0,1,1.85078883803962,0,0,0,0,0,2.19722457733622,0.036948343597189,0.0583600484424655,0.0482258332058564,0.0237295851784235,0.0122516119813796,0.011,0.0156603990532677,2018-07-06
"Ukraine","UKR","UKR",2014,0,0,3.17805383034795,1,0,0,1,0,0,0,17.6352713338648,4.70239049172327,-0.930508981323928,0,0,1,0,0,0,1,0,0,0,3.09104245335832,0,0,1,0,0,0,0,0,1.94591014905531,0,1,0.447213595499961,0,0,1,1,0,0,0.00588152319853432,0.00545626725205679,0.0362421411392312,0.00100997085023139,0.0094697264386874,0,0.0034932324296396,2018-07-06
"United Arab Emirates","UAE","ARE",2014,0,0,3.78418963391826,1,0,0,0,1,0,0,16.0353280925821,5.13356679266997,-0.606214237479508,1,0,0,0,1,0,0,0,0,0,3.73766961828337,1,0,0,1,0,0,0,0,2.94443897916644,0,0,2.08930825519349,0,0,0,0,0,0,0.00558022709595104,0.0120247273652217,0.0111813072906178,0.0019206281231067,0.00159964539188853,0,0.00117342450499841,2018-07-06
"United Kingdom","UK ","GBR",2014,0,0,6.17170059741091,1,0,0,1,0,0,0,17.9622503022726,4.17964243348896,-1.53903427321475,0,0,1,0,0,0,0,0,1,0,4.89034912822175,0,0,0,0,1,0,0,0,1.94591014905531,0,0,0.353292521496339,0,0,0,0,0,0,0.00300077167615964,0.00430488153853656,0.00282651449234,0.000541223257269885,0.00124091211217657,0,0.000594045123148819,2018-07-06
"United States","USA","USA",2014,0,0,5.44673737166631,1,0,0,0,0,0,1,19.5646297484322,3.41457252168958,-1.4773781909365,0,0,1,0,0,0,0,0,1,0,5.31811999384422,0,0,1,0,0,0,0,0,1.79175946922805,0,0,1.66702094681765,0,0,0,0,0,0,0.00276053223323941,0.0071385821037207,0.00134380407644621,0.00079184526213883,0.00130351812331827,0,0.000698454461819035,2018-07-06
"Uruguay","URU","URY",2014,0,0,5.24702407216049,1,0,0,0,0,0,1,15.0378888375533,4.02385320925245,-0.811400915477847,0,0,1,0,0,0,0,0,1,0,3.3322045101752,0,1,0,0,0,0,0,0,1.6094379124341,0,1,1.98377017484641,0,0,0,0,0,0,0.00605348513477207,0.00222468383705204,0.00226868976417845,0.000477284869675324,0.00119609362874642,0,0.000557792832807248,2018-07-06
"Uzbekistan","UZB","UZB",2014,0,0,3.17805383034795,1,0,0,0,0,1,0,17.2092418039371,4.05504605215618,-0.00235571351557233,1,0,0,0,1,0,0,0,0,0,3.09104245335832,1,0,1,0,0,0,0,0,3.04452243772342,0,1,2.8635642126553,0,1,1,1,0,0,0.00792582680754684,0.025430869530607,0.0102782751985277,0.00453148403531634,0.00474979515374374,0,0.00309375972968669,2018-07-06
"Venezuela","VEN","VEN",2014,0,0,5.22035582507832,1,0,0,0,0,0,1,17.2151995358906,3.92006195392902,-0.0516648802591354,0,1,0,0,0,1,0,0,0,0,1.38629436111989,1,0,1,0,0,0,0,0,1.6094379124341,0,1,2.37190998460869,0,0,0,0,0,0,0.0223892827180376,0.018750723323839,0.0139269004092885,0.00667411420247024,0.00449536413641354,0,0.00372315944629459,2018-07-06
"Vietnam","VIE","VNM",2014,0,1,3.66356164612965,1,0,1,0,0,0,0,18.3016212689938,5.05340055333117,-0.0486960511981967,1,0,0,0,1,0,0,0,0,0,4.07753744390572,1,1,0,0,0,1,1,0,2.19722457733622,0,0,2.29071324177617,0,1,0,0,0,0,0.00909184099319654,0.0265172680047477,0.014791659768111,0.00511523145078759,0.00260552726494812,0,0.00257358623857857,2018-07-06
"Yemen","YEM","YEM",2014,0,0,3.2188758248682,1,0,0,0,1,0,0,16.9873957764871,4.1754465741772,0.923324758601629,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.83321334405622,1.09861228866811,0,0.370450751430297,0,0,1,1,0,3.13549421592915,0.0749931210866719,0.0487130890436165,0.0798204989033037,0.0314175794858515,0.0157408906774848,0.015,0.0207194900544454,2018-07-06
"Zambia","ZAM","ZMB",2014,0,0,3.93182563272433,1,1,0,0,0,0,0,16.4599177657131,4.41974761028342,1.20067324907565,0,0,1,0,0,0,0,1,0,0,2.484906649788,0,0,0,1,0,0,0,0,1.79175946922805,0,1,2.7049766861319,0,0,1,1,0,0,0.0324449631763876,0.0117279677982818,0.0493928921386103,0.00563945138470808,0.0143179558910678,0,0.00665246909192529,2018-07-06
"Zimbabwe","ZIM","ZWE",2014,0,0,3.55534806148941,1,1,0,0,0,0,0,16.4346797809158,4.79062392993869,0.284028346717856,0,1,0,0,0,0,1,0,0,0,1.38629436111989,0,0,1,0,0,1,0,0,1.79175946922805,0,0,2.10318412953933,0.693147180559945,0,1,1,0,0,0.03486835660949,0.0186878773141501,0.0743350123779801,0.00876397002682316,0.0248259800481306,0.001,0.0115299833583179,2018-07-06
